-7.318027177013568871e+04 -1.528214097119116341e+05 -7.034186278984573437e+04 -5.556451599326568248e+04 -1.081249921303648298e+05
-7.512794136056535353e+04 -1.573885160978481872e+05 -7.459684880007256288e+04 -5.704002952989590267e+04 -1.076873148159338016e+05
-7.724388643088980461e+04 -1.612799257989168400e+05 -7.887887630284077022e+04 -5.859463726082442008e+04 -1.071252284004492103e+05
-7.947160137485092855e+04 -1.643460916022308520e+05 -8.307975772076952853e+04 -6.014468370436735859e+04 -1.064791161188844562e+05
-8.176169832602188399e+04 -1.664656560901989869e+05 -8.708857671439173282e+04 -6.163520106545632007e+04 -1.058048655640309735e+05
-8.407543269325613801e+04 -1.675509858867504227e+05 -9.079567753927549347e+04 -6.304150522718822322e+04 -1.051715135233129113e+05
-8.638701225119586161e+04 -1.675524577419776469e+05 -9.409682632844835462e+04 -6.436820807517637149e+04 -1.046579079733890248e+05
-8.868446951854137296e+04 -1.664611940282713331e+05 -9.689731308120639005e+04 -6.564593890368437860e+04 -1.043486767758793721e+05
-9.096897746815466962e+04 -1.643101259846437606e+05 -9.911577111579841585e+04 -6.692618546084508125e+04 -1.043295080016889551e+05
-9.325268111931570456e+04 -1.611732617532698496e+05 -1.006874276869788155e+05 -6.827478142022748943e+04 -1.046821475923673861e+05
-9.555531066385946178e+04 -1.571630695302212844e+05 -1.015666299606528191e+05 -6.976466859808492882e+04 -1.054792087548770505e+05
-9.789983253366984718e+04 -1.524260212689656182e+05 -1.017284852121739968e+05 -7.146853642996188137e+04 -1.067791267762090138e+05
-1.003077785577610484e+05 -1.471363789606266073e+05 -1.011695544876121567e+05 -7.345186174253236095e+04 -1.086215779518487980e+05
-1.027945230349195772e+05 -1.414885115902627294e+05 -9.990759176686656429e+04 -7.576688116238274961e+04 -1.110236013227239309e+05
-1.053652177485446882e+05 -1.356879660220119695e+05 -9.798038734230834234e+04 -7.844779116098496888e+04 -1.139767104241971974e+05
-1.080115739848552039e+05 -1.299418492207009404e+05 -9.544387681002821773e+04 -8.150744758534737048e+04 -1.174452639797676966e+05
-1.107099589227185934e+05 -1.244489807491261454e+05 -9.236961502991715679e+04 -8.493563670402699790e+04 -1.213661684411738970e+05
-1.134208226041005837e+05 -1.193904443645357678e+05 -8.884189510826805781e+04 -8.869893038502569834e+04 -1.256501550862203439e+05
-1.160895339012558834e+05 -1.149211067106230039e+05 -8.495460990620107623e+04 -9.274194292537737056e+04 -1.301845011867984140e+05
-1.186484549145317433e+05 -1.111626815451252914e+05 -8.080807304806570755e+04 -9.698986675789838773e+04 -1.348371313858417561e+05
-1.210199958230639313e+05 -1.081988093716502917e+05 -7.650593344308472297e+04 -1.013519485671719012e+05 -1.394619400704920408e+05
-1.231204214715252601e+05 -1.060725163278598193e+05 -7.215222291979062720e+04 -1.057256984808862326e+05 -1.439049910941061098e+05
-1.248639809529861086e+05 -1.047861145025826554e+05 -6.784867135313272593e+04 -1.100014905851802032e+05 -1.480112242959968571e+05
-1.261671450100301881e+05 -1.043036636183253431e+05 -6.369220611980083777e+04 -1.140673066100473807e+05 -1.516313729749136255e+05
-1.269526992977470363e+05 -1.045556173104250920e+05 -5.977263710138030001e+04 -1.178133949140594777e+05 -1.546285822655079828e+05
-1.271534604963322490e+05 -1.054453191807617259e+05 -5.617057925119535503e+04 -1.211366074455733760e+05 -1.568844403385788610e+05
-1.267156345545521181e+05 -1.068568070780583512e+05 -5.295540675445615489e+04 -1.239443102430331346e+05 -1.583040547516631486e+05
-1.256016686603843846e+05 -1.086632189840525534e+05 -5.018345135707227746e+04 -1.261577305250648787e+05 -1.588200354697462171e+05
-1.237926928911432915e+05 -1.107352558322109107e+05 -4.789628078381607338e+04 -1.277146797255026468e+05 -1.583950781810861081e+05
-1.212904881218785449e+05 -1.129489076311871177e+05 -4.611928333545948408e+04 -1.285716526670634194e+05 -1.570232559413679410e+05
-1.181190394214763801e+05 -1.151920877857486776e+05 -4.486055375059782818e+04 -1.287052944725530397e+05 -1.547298899257947633e+05
-1.143255118255493144e+05 -1.173696628846326348e+05 -4.411031759529698320e+04 -1.281132407788264391e+05 -1.515701885439291364e+05
-1.099806414084516291e+05 -1.194066927835854585e+05 -4.384102702899756696e+04 -1.268144184218688752e+05 -1.476266939746719145e+05
-1.051783143242380174e+05 -1.212498610694751551e+05 -4.400822431442226662e+04 -1.248487870063300070e+05 -1.430057337289945863e+05
-1.000341541220402578e+05 -1.228671908522439189e+05 -4.455238356484712131e+04 -1.222766251634992077e+05 -1.378330323693078826e+05
-9.468299027789046522e+04 -1.242463126517278433e+05 -4.540166987507825979e+04 -1.191772876284259983e+05 -1.322487289408717479e+05
-8.927507868203984981e+04 -1.253916497725586378e+05 -4.647565949166508653e+04 -1.156475244756129396e+05 -1.264018813244513585e+05
-8.397104340162541484e+04 -1.263209721920119337e+05 -4.768982326192779146e+04 -1.117993095670064504e+05 -1.204447802709756361e+05
-7.893568262527686602e+04 -1.270616214533426682e+05 -4.896055618381800741e+04 -1.077571320151096006e+05 -1.145272489849728881e+05
-7.433085873082099715e+04 -1.276469030191295024e+05 -5.021037442342942813e+04 -1.036547704070028558e+05 -1.087910969558097568e+05
-7.030791207319969544e+04 -1.281128032185753545e+05 -5.137294583450697974e+04 -9.963146883332010475e+04 -1.033651058661492571e+05
-6.700003016866065445e+04 -1.284952964795841690e+05 -5.239747450383037358e+04 -9.582759683902103279e+04 -9.836059475884944550e+04
-6.451519883401869447e+04 -1.288282654912422295e+05 -5.325201802151092124e+04 -9.237974488565363572e+04 -9.386793353936038329e+04
-6.293028644730784436e+04 -1.291420643917677808e+05 -5.392543313761305035e+04 -8.941545350382322795e+04 -8.995407896216423251e+04
-6.228677657688655745e+04 -1.294625270078284957e+05 -5.442765929118290660e+04 -8.704770227628889552e+04 -8.666129009318261524e+04
-6.258850737927272712e+04 -1.298104123490868369e+05 -5.478830158820155339e+04 -8.536939865254245524e+04 -8.400701826223940589e+04
-6.380170854105685430e+04 -1.302010429477429716e+05 -5.505350898481527838e+04 -8.444826319730124669e+04 -8.198504709925559291e+04
-6.585726865475767408e+04 -1.306440135937758896e+05 -5.528141391612854204e+04 -8.432238825642968004e+04 -8.056766085702509736e+04
-6.865512518022835138e+04 -1.311429147667021316e+05 -5.553654481841584493e+04 -8.499695104599322076e+04 -7.970873092863023339e+04
-7.207029830655219848e+04 -1.316950166557249322e+05 -5.588362418465921655e+04 -8.644242201865708921e+04 -7.934748677890383988e+04
-7.596012356786147575e+04 -1.322909408288250561e+05 -5.638140740297452430e+04 -8.859460028722080460e+04 -7.941273998625803506e+04
-8.017199834794085473e+04 -1.329144315768052184e+05 -5.707706018414370919e+04 -9.135664480448767426e+04 -7.982728286506992299e+04
-8.455101958950869448e+04 -1.335423324183723889e+05 -5.800165880850565736e+04 -9.460325116047511983e+04 -8.051227606903066044e+04
-8.894692608816100983e+04 -1.341449274583899532e+05 -5.916720193924120395e+04 -9.818674887340332498e+04 -8.139137872814666480e+04
-9.321993864115155884e+04 -1.346867698316370370e+05 -6.056541096117300913e+04 -1.019449183839950419e+05 -8.239451938285399228e+04
-9.724504271698836237e+04 -1.351280844352535205e+05 -6.216844775932210905e+04 -1.057099646800780902e+05 -8.346115326334707788e+04
-1.009147931019770913e+05 -1.354268341537386004e+05 -6.393140677262628742e+04 -1.093180998094630049e+05 -8.454293922715156805e+04
-1.041405435320588731e+05 -1.355413234992203652e+05 -6.579637770541632199e+04 -1.126189924330238573e+05 -8.560576265843867441e+04
-1.068524634315770672e+05 -1.354333249721819302e+05 -6.769760877695320232e+04 -1.154843543920703232e+05 -8.663107953326050483e+04
